c0c2-cluster.xyz-fhiaims.out.data:energy   -229.62200009 
c0c3c4c5c6-cluster.xyz-fhiaims.out.data:energy   -459.31296615 
c0c3c4c5-cluster.xyz-fhiaims.out.data:energy   -382.74023181 
c0c3c4c6-cluster.xyz-fhiaims.out.data:energy   -382.74032937 
c0c3c4-cluster.xyz-fhiaims.out.data:energy   -306.17856772 
c0c3c5c6-cluster.xyz-fhiaims.out.data:energy   -382.74489688 
c0c3c5-cluster.xyz-fhiaims.out.data:energy   -306.18055462 
c0c3c6-cluster.xyz-fhiaims.out.data:energy   -306.18180271 
c0c3-cluster.xyz-fhiaims.out.data:energy   -229.62530632 
c0c4c5c6-cluster.xyz-fhiaims.out.data:energy   -382.74694816 
c0c4c5-cluster.xyz-fhiaims.out.data:energy   -306.18571083 
c0c4c6-cluster.xyz-fhiaims.out.data:energy   -306.18283484 
c0c4-cluster.xyz-fhiaims.out.data:energy   -229.62815807 
c0c5c6-cluster.xyz-fhiaims.out.data:energy   -306.18607759 
c0c5-cluster.xyz-fhiaims.out.data:energy   -229.62888374 
c0c6-cluster.xyz-fhiaims.out.data:energy   -229.62824708 
c0-cluster.xyz-fhiaims.out.data:energy   -153.07585960 
c1c2c3c4c5c6-cluster.xyz-fhiaims.out.data:energy   -535.87719342 
c1c2c3c4c5-cluster.xyz-fhiaims.out.data:energy   -459.31303369 
c1c2c3c4c6-cluster.xyz-fhiaims.out.data:energy   -459.30270877 
c1c2c3c4-cluster.xyz-fhiaims.out.data:energy   -382.74658829 
c1c2c3c5c6-cluster.xyz-fhiaims.out.data:energy   -459.29639558 
c1c2c3c5-cluster.xyz-fhiaims.out.data:energy   -382.74074714 
c1c2c3c6-cluster.xyz-fhiaims.out.data:energy   -382.73117294 
c1c2c3-cluster.xyz-fhiaims.out.data:energy   -306.18061179 
c1c2c4c5c6-cluster.xyz-fhiaims.out.data:energy   -459.31173971 
c1c2c4c5-cluster.xyz-fhiaims.out.data:energy   -382.75665849 
c1c2c4c6-cluster.xyz-fhiaims.out.data:energy   -382.74543628 
c1c2c4-cluster.xyz-fhiaims.out.data:energy   -306.19436415 
c1c2c5c6-cluster.xyz-fhiaims.out.data:energy   -382.74253479 
c1c2c5-cluster.xyz-fhiaims.out.data:energy   -306.19141535 
c1c2c6-cluster.xyz-fhiaims.out.data:energy   -306.18212599 
c1c2-cluster.xyz-fhiaims.out.data:energy   -229.63339021 
c1c3c4c5c6-cluster.xyz-fhiaims.out.data:energy   -459.33122224 
c1c3c4c5-cluster.xyz-fhiaims.out.data:energy   -382.76760691 
c1c3c4c6-cluster.xyz-fhiaims.out.data:energy   -382.75115993 
c1c3c4-cluster.xyz-fhiaims.out.data:energy   -306.19561605 
c1c3c5c6-cluster.xyz-fhiaims.out.data:energy   -382.75599509 
c1c3c5-cluster.xyz-fhiaims.out.data:energy   -306.20083007 
c1c3c6-cluster.xyz-fhiaims.out.data:energy   -306.18759653 
c1c3-cluster.xyz-fhiaims.out.data:energy   -229.63747253 
c1c4c5c6-cluster.xyz-fhiaims.out.data:energy   -382.76924334 
c1c4c5-cluster.xyz-fhiaims.out.data:energy   -306.21406631 
c1c4c6-cluster.xyz-fhiaims.out.data:energy   -306.19752551 
c1c4-cluster.xyz-fhiaims.out.data:energy   -229.64637730 
c1c5c6-cluster.xyz-fhiaims.out.data:energy   -306.20374171 
c1c5-cluster.xyz-fhiaims.out.data:energy   -229.65255901 
c1c6-cluster.xyz-fhiaims.out.data:energy   -229.64018276 
c1-cluster.xyz-fhiaims.out.data:energy   -153.09136099 
c2c3c4c5c6-cluster.xyz-fhiaims.out.data:energy   -459.32808774 
c2c3c4c5-cluster.xyz-fhiaims.out.data:energy   -382.75879938 
c2c3c4c6-cluster.xyz-fhiaims.out.data:energy   -382.75982166 
c2c3c4-cluster.xyz-fhiaims.out.data:energy   -306.20092894 
c2c3c5c6-cluster.xyz-fhiaims.out.data:energy   -382.74884503 
c2c3c5-cluster.xyz-fhiaims.out.data:energy   -306.18823255 
c2c3c6-cluster.xyz-fhiaims.out.data:energy   -306.18830966 
c2c3-cluster.xyz-fhiaims.out.data:energy   -229.63503681 
c2c4c5c6-cluster.xyz-fhiaims.out.data:energy   -382.76093628 
c2c4c5-cluster.xyz-fhiaims.out.data:energy   -306.20158301 
c2c4c6-cluster.xyz-fhiaims.out.data:energy   -306.20108380 
c2c4-cluster.xyz-fhiaims.out.data:energy   -229.64786491 
c2c5c6-cluster.xyz-fhiaims.out.data:energy   -306.19299514 
c2c5-cluster.xyz-fhiaims.out.data:energy   -229.63776314 
c2c6-cluster.xyz-fhiaims.out.data:energy   -229.63760364 
c2-cluster.xyz-fhiaims.out.data:energy   -153.08680950 
c3c4c5c6-cluster.xyz-fhiaims.out.data:energy   -382.77312740 
c3c4c5-cluster.xyz-fhiaims.out.data:energy   -306.20421361 
c3c4c6-cluster.xyz-fhiaims.out.data:energy   -306.20049201 
c3c4-cluster.xyz-fhiaims.out.data:energy   -229.64206276 
c3c5c6-cluster.xyz-fhiaims.out.data:energy   -306.20077219 
c3c5-cluster.xyz-fhiaims.out.data:energy   -229.64046818 
c3c6-cluster.xyz-fhiaims.out.data:energy   -229.63790789 
c3-cluster.xyz-fhiaims.out.data:energy   -153.08495502 
c4c5c6-cluster.xyz-fhiaims.out.data:energy   -306.20948406 
c4c5-cluster.xyz-fhiaims.out.data:energy   -229.64986433 
c4c6-cluster.xyz-fhiaims.out.data:energy   -229.64538474 
c4-cluster.xyz-fhiaims.out.data:energy   -153.09198650 
c5c6-cluster.xyz-fhiaims.out.data:energy   -229.64643824 
c5-cluster.xyz-fhiaims.out.data:energy   -153.09097280 
c6-cluster.xyz-fhiaims.out.data:energy   -153.08874174 
