   1    1        0.786529533      11.597719956       4.834344415
   1    2        0.903132250       6.508508067       2.949486923
   1    3        0.592449764       6.999448883       2.509193613
   1    4        0.800445101       4.171808050       1.795679053
   1    5        0.336143349       3.223306210       1.092941273
   1    6        0.585839522       2.189278317       1.079890168
   1    7        0.000000003       0.033109602       0.001063567
   1    8        0.000000000      20.215425133       2.332860070
   1    9        0.000000000       7.178725532       1.143585330
   1   10        0.000000000      13.421583547       3.552726598
   1   11        0.000006408       8.931545072       1.316721372
   1   12        0.000000000      18.411132823       4.554733286
   1   13        0.518192694      27.502429209       8.624501606
   1   14        0.033376546       6.201403592       0.835696219
   1   15        0.000000000       2.071503891       0.310509916
   1   16        0.780397470      13.850549169       3.363631429
   1   17        0.000000000       2.153308131       0.324009970
   1   18        0.000000000       0.466760567       0.036156710
   1   19        0.015391633       0.872699302       0.134203965
   1   20        0.303461907       2.837764362       0.908607026
   1   21        0.000000000       0.028757658       0.000465384
   1   22        0.011972926       0.322284204       0.078379453
   2    1        1.846819829      12.013023625       6.126602402
   2    2        0.000000000       5.182944473       2.123297800
   2    3        1.680363898       7.436102034       3.729940795
   2    4        0.000000000       2.879685510       0.956661264
   2    5        1.391108387       3.905871015       2.243121556
   2    6        0.000000000       1.060803040       0.272408076
   2    7        0.000001193       0.033174143       0.002209215
   2    8        0.000000000      17.922454315       2.647053733
   2    9        0.000000000       3.864083015       0.262949374
   2   10        0.000000000      57.011371072      20.152367431
   2   11        0.000000000       9.453636513       2.540147660
   2   12        0.055919850       7.691209266       1.985991421
   2   13        0.003085419      21.811107352       5.865993363
   2   14        0.480862486       6.754685083       2.090863929
   2   15        0.000000000       3.564397171       0.557235862
   2   16        0.000000000       0.453197862       0.035828005
   2   17        0.163501185      10.015808516       2.270506629
   2   18        0.000000000      10.040174117       2.078782646
   2   19        0.000000000       0.956063925       0.096499686
   2   20        0.233974909       1.603506699       0.652141481
   2   21        0.068333958       1.581827911       0.430909315
       -0.1296512267       -0.0235102250
