   1    1        0.788179944      11.597719956       4.830221043
   1    2        0.903132250       6.508508067       2.947466623
   1    3        0.595153363       6.999448883       2.507216813
   1    4        0.800445101       4.171808050       1.794707261
   1    5        0.339340672       3.223306210       1.092263715
   1    6        0.585839522       2.189278317       1.079553500
   1    7        0.000000003       0.033109602       0.001063768
   1    8        0.000000000      20.215425133       2.329632251
   1    9        0.000000000       7.206049288       1.142404002
   1   10        0.000000000      13.384775586       3.546892296
   1   11        0.000006408       8.931545072       1.315226171
   1   12        0.000000000      18.411132823       4.546673406
   1   13        0.659701980      27.502429209       8.613614314
   1   14        0.046580319       6.201403592       0.834545803
   1   15        0.000000000       2.071503891       0.310110056
   1   16        0.785037839      13.655731709       3.360349774
   1   17        0.000000000       2.088920065       0.323470494
   1   18        0.000000000       0.466760567       0.036095660
   1   19        0.021925790       0.872699302       0.134082072
   1   20        0.308072485       2.837764362       0.908147202
   1   21        0.000000000       0.028757658       0.000464667
   1   22        0.011972926       0.326781798       0.078370451
   2    1        1.846819829      12.013023625       6.122417663
   2    2        0.000000000       5.182944473       2.121251646
   2    3        1.680363898       7.436102034       3.727929384
   2    4        0.000000000       2.879685510       0.955684997
   2    5        1.391108387       3.905871015       2.242426551
   2    6        0.000000000       1.060803040       0.272106784
   2    7        0.000001193       0.033174143       0.002209637
   2    8        0.000000000      17.922454315       2.643870031
   2    9        0.000000000       3.864083015       0.262467906
   2   10        0.000000000      57.011371072      20.122232918
   2   11        0.000000000       9.453636513       2.535057029
   2   12        0.061265510       7.691209266       1.984462474
   2   13        0.003085419      21.811107352       5.856610298
   2   14        0.480862486       6.754685083       2.089281276
   2   15        0.000000000       3.564397171       0.556361065
   2   16        0.000000000       0.453197862       0.035731312
   2   17        0.210696067      10.015808516       2.267494568
   2   18        0.000000000      10.040174117       2.075760172
   2   19        0.000000000       0.892982202       0.096233448
   2   20        0.236072749       1.618396002       0.651869591
   2   21        0.082603683       1.581827911       0.430579124
       -0.1296512267       -0.0235102250
